review,label,predicted_label
This item arrived with a crack in the top right next to the button. If the crack was underneath where it couldn't be seen as easily I would have dealt with it but now I'm looking into getting a refund and getting a new one. It's all plastic and uses three AAA batteries to power it. To get to where the batteries are held you need to take the front of the light off. there's a small lever on the bottom that needs to be lifted up and after that it pops right off. It uses three LED lights and is decently bright. Probably not enough to light the way if it's pitch black outside but good for being seen by cars.,3,2
"Except for the fact that this was 120 gigs, not 160 gigs - I am happy with the oroduct because it works great. It was also kept in a case so it is in decent condition.",3,1
"It doesn’t really matter which “brand” name you see this little dashboard cam listed under here on Amazon.com, they are all the same. You get a front camera with a small LCD screen to view the action and see the menu options, a rear view camera, USB cord, Power cord, suction cup and adhesive attachments and a remote control.<br /><br />The cables are plenty long enough to set this up and hide the cables in a standard car (not sure about an SUV).<br /><br />The cameras are cheap plastic units that feel like they could be easily broken. They do rotate so that you can try to get the best angle/view.<br /><br />The instructions are pretty much useless as is the remote control. I found the remote only works to turn the unit off/on, which you do not need since the unit starts with your car and shuts off after the car power turns off.<br /><br />There is NO infrared (IR) ability, even though it is advertised as such.<br /><br />There is supposedly an internal battery, if there is it lasts less then 5 minutes.<br /><br />The unit will not overwrite the files as the instructions say. You actually have to swap out, reformat or empty your SD card when it is full. Otherwise the unit will get in a loop of turning on and immediately turning off (which makes it hard to format the card in the unit at that point.<br /><br />My rear camera kept falling off the window. Adhesive stuck to the window but the camera came away from the adhesive. Had to glue the camera to the adhesive that was still on the window to get it to stay.<br /><br />This does not record in HD. Video quality is often spotty and unfocused. I have had clear results and very bad results with choppy footage and frozen frames.<br /><br />I have mine set for 5 min record time but it will not record more than 1 minute at a time no matter what I do. Sometimes it does not even record at all (missing footage when I go back and review my drive).<br /><br />For the price I will keep it until it dies completely. While I have not had to rely on the footage for any accidents it has captured some of the idiots out there on the highways.<br /><br />It also messes with your radio reception.",3,2
not what I though and it is taking me some time to get it working.,3,1
"Great item for the price, but don't expect a very long lifespan...",3,1
nice little radio just wish that the manual was a little clearer on the functions and programing<br />they need to tell you when you buy it that you need to use a computer to program it<br />but if you need a starter radio this would be a good budget one,3,1
Love the weighted bean bag part of it.  But had trouble with the sticky part on the back of my GPS.  The velcro didn't  want to stick,3,1
"I purchased  the DR500GW-HD, and noticed I lost 5 minutes of video, went from parking mode to an event, and is there a problem with this model? I have the latest firmware update. no one seems to respond to my question or even care. I'm just afraid that when I need that video of a accident, that it was not recording at that time.",3,2
"I ordered this case to go with a GPS I gave as a gift.  I don't know if I just got a bad case, but the zipper is a pain to open and close.  I have to push down on the zipper, while slowly moving the zipper tab around the case.  Maybe with a little use, it will not be so stiff.  Since the case was inexpensive and will provide protection for the GPS, I'm going to give it to my sister anyway.  It's better than nothing.  Not sure I would order it again.",3,2
"This system looks very natural in my car but my steering buttons don't work, it doesn't come with the Camera, and the bluetooth won't sync my contacts from my phone.",3,2
"After I finally got it installed in my 2006 Ford F-150, I tuned it, and it just isn't as loud as i'd like it to be. I can still tolerate it and have it play, but it just doesn't get loud enough for my liking.",3,1
"It is good for the price, but it can be a little staticky. Looking for something cheap, and quick fix this it.",3,1
could hear on it but could not transmit on it.,3,2
"For some reason, this is not compatible with my iPad. Otherwise, love the length and the colours",3,1
it does stay on your wrist but besides that it is a real hassle putting on the ipod and on your wrist. should get another one instead if you have to keep putting on and off.,3,2
"You can spend much more than this on a better foot support, so keeping the budget price in mind, I will only report that this unit is not very durable. The toe lever control is very touchy and place in such a way that is easily tripped, thus unlocking the setting that you've set it to. That's a reasonable annoyance, given that this is an inexpensive product, but within a few months of having it, both toggles holding the toe lever snapped off (they're made of cheap, molded plastic), rendering the lever useless. Now, in order to adjust the support, I have to pick it up, and manually set the locking mechanism from underneath the unit -- and even then then, it pops out of the locked position, periodically. I'm a fairly large person (size 12 feet, 240 lbs), so that's probably a factor, too, but just keep in mind that you'll get what you pay for on this item, and nothing more. Thus, my \\""okay, but...\\"" rating.",3,2
"When you pay around $20 for an entire package of iPod accessories, you don't expect top-notch quality. The \\""leather\\"" case included was actually surprisingly nice, but the rest of the accessories I would estimate will last about a year until they're toast. Overall, a nice little package for the price.",3,1
"Note:  This unit was also sold as a Clarion at one time (identical unit).<br /><br />I found the CRK5 to be moderate in performance, but quite good in SOME installation situations.  For example, those who cannot install a self-enclosed center channel on top of the dashboard may very well take advantage of unused 1/2 DIN stereo spacing in the dash to find a place for this.  Otherwise, it might not be of much use to those without a flat area on the dashboard or spare spacing.<br /><br />I say this because (generally) it is optimal to have the center channel high up along with the L & R speakers.<br /><br />The CRK5 audio was ok for its size, but you must realize these are mini-woofers and the sound is best described as ok, but not great.  Bass response is about what you'd expect: decent midrange, but lower bass is not possible.  Treble/high frequency sounds need adjustment on your equalizer as they weren't that great<br /><br />The CRK5 uses tiny speakers found in many miniature speaker docks for iPods and etc.  The included amplifier is useful if you don't have a spare powered center channel output from an amplifier, but sound quality is average (should be ok for center channel signals, however).<br /><br />I did like the metal grill on the front of the unit, and that the speakers were aimed upward slightly, but overall the quality could have been better.  Multiple times I could hear the center channel enclosure resonating during certain audio passages.<br /><br />If you are restricted in terms of space and don't have audiophile-level requirements, I think you'll find the CRK5 helpful.  However, if you require optimal clarity and sound response (as much as you can fit into a tiny space!) I think you'll need to keep on looking.<br /><br />Basically I wish to say you cannot get the same volume or sound quality that you can from other center channel speakers or custom units, but it can fit where others can't.<br /><br />Personally I thought the unit was fair, but originally overpriced at $100+ (but at least you can find it for less on Amazon!)<br /><br />(Reference (audio source):  5.1 audio system with 31-band EQ for each channel (Alpine signal processor).on Amazon!)    (Reference (audio source):  5.1 audio system with 31-band EQ for each channel (Alpine signal processor).",3,1
"I didn't really like it,  kept falling off when I tried to use it .I don't use  it, stored in a drawer .",3,2
These LCD headrests were easy to install and work well but what I don't like about them is that they rattle as you drive.  I find it very annoying.  I have placed apoplectic sleeve around the area to reduce the noise but I can't seam to get rid of it completely.  I would have to remove the insides of the headrests and permanently fix the posts so that they would not rattle.  A better design is needed where they put plastic spacers at the top of the posts and make the posts so that you can tighten them once they are in the right position.,3,2
The case fits on the Ipod 4th generation but it is bulky for the person that uses it more for games.  My son kept it on for a few days and then switched back to his old hard case.  This is more of a novelty than a practical case.,3,1
Perfect match for my Iphoe. The description is exactly what I expected and received. Thank you for your great service,3,1
them metal kick stand broke after its second use. at first it became loose and then it broke off. Very annoying. b ut the case still works perfectly.,3,2
"26.OCT.2013<br />Last week I put a new shell on my wifes 2008 VW Jetta key.<br />The big learning with that was to make sure I transfered the RFID Imobilizaton capsule from the old shell to the new one.<br />This Volvo Key Head was no different.<br />Matter of fact the Volvo RFID capsule looked very much like the VW RFID capsule.<br />Be careful because the capsule is glass and it is fragile.<br />The surprise for me on this key head is that in order to take the old one apart you need to destroy it.<br />There is a screw to separate the key head from the main body of the key fob.<br />But when it comes time to open the key head to get at the RFID capsule and swap out the cut key, the two halves are glued together.<br />So, I broke out the Dremel and started cutting away.<br />Putting the two halves of the key head back together with the RFID capsule and the old cut key in it took me serveral tries.<br />And what complicated it even more is that when you are almost done, and you start to press the two halves together you will need to put a drop of super glue in the right spot to hold the two halves together.<br />You will get one try to do this correctly, so practice.<br />This whole process is not for someone that is impatient or mechanically challenged.<br />You are going to need a lot of patience, some tools and mechanical know how to be successful.<br />In the end, my key flips out OK and the new key head fit the OEM key body OK.<br />Note: To keep the key head flip release from failing in the first place, make sure you press AND HOLD the button BEFORE you fold the key.",3,2
"Tinny sound, kind of cheap. The price was cheap. I guess you get what you pay for. It does work. Wouldn't buy again but if you're looking for something really inexpensive, this could be your speaker.",3,2
Unfortunately this does not work with the iPhone 3G.  An earlier review states that it does but perhaps a firmware update has changed this.  I have tried this charger with both my wife's and my own charger and it puts a message on the screen that the charger is not compatible with the phone.  The audio out works fine but it will ask if you want to put the phone into airplane mode.  I would not recommend this for use with an IPhone 3G.,3,2
"This was actually bought for my dad who is 84.....says he can't hear then says he can. The ear plugs that came with it are big and uncomfortable so I went and bought smaller ear buds.....a better fit.  I wear hearing aids myself and I have used this a few times, works good for me! But dont expect a clear sound like hearing aids, but it was worth the $$.",3,2
"They are cute, but very hard to get back off. And you have to be careful they do not scratch your ipod when you put them on or try to pry them off. Vendor also used the postal service and it took FOREVER to get them.",3,2
It worked just the way I wanted it to. it is a little bit bulky but it was able to carry the charge.,3,1
"It works so far, but the plastic case around the end has snapped off from normal use. I didn't expect the product build quality to be this low.",3,2
After 3-4 months the pattern began to peel off.  Case was functional for the price paid.,3,2
"NOt as snug as I would have liked but hey u get what u pay for, my sons favorite color hes not complaining so y should I, it does the job being that the Ipod touch is so very smooth.",3,1
"Its a little finiky, some cd's it won't play, but still works ok for my childcare room.",3,1
"I had great difficulty trying to get the screen protectors to work without bubbles. After much effort I gave up on them.  Now the elastic that holds the Nook in place is ripping.  I love the color & the stick on covers, and all the pockets inside the cover.",3,1
I have this an it won't sit up in bed but is a nice fit and great protection.  It will kind of sit up on the table but I like the rotating case allot better. If you just want protection it is a good buy!,3,1
"The sound quality is very poor if you are connecting a mp3 player. But is good for SD cards and USB's.  The connector is not very good so a slight touch will restart the transmitter and then you again have to set the frequency. It would have been great if the transmitter could retain the frequency setting on restart.   You cant use the mp3 player so using an SD card to an Mp3 player makes it difficult as it goes back to the start of your playlist after every restart of the transmitter. So even for stopping the car at a gas station, you have to listen the songs from the start or manually go to the selected song.",3,2
"Its a good product, the only problem is that it needs more support for the stand. That's my only consern with this product.",3,1
"Not the most amazing case out there, but it's very thin, fairly durable (just one small crack in mine, but I've been pretty rough on it), and protects the back and sides of the iPod sufficiently.  If you're looking for something minimal just to make you feel a little better about slipping your iTouch into your pocket or lightly dropping it once in a while, it's a good enough case.",3,1
"Functional, but somewhat bulkier than OEM... Parts are NOT interchangeable - You have to use the entire assembly but the OEM circuitry fits well.",3,1
"It  won't protect your phone from a serious drop. As cute as it looks the quality isn't great, don't expect it to look exactly like the picture.",3,1
I accidentally requested this ipod case to be shipped to the wrong address. I immediately informed the seller via email. I received a quick response and the item was shipped to the new address I provided. Excellent communication and service! My only disappointment is in the product its self. It is ill fitting for my ipod nano. It does not fit like the pictures. It looks a little too big. I guess I received a dud. I didn't think it was worth my time to return.,3,2
"So far so good! Belt clip spring could be a little tighter.  The belt clip is made of a hard plastic.  So you'd better be careful!  'Cause once you drop it on  a hard surface, it's going to crack!",3,1
"Bought these for the kids - works fine, great price, uses SD card",3,1
don't use it much to give a better review,3,1
"This is the third Garmin handheld GPS that I have owned. My previous model was the GPSMap 76csx which I was very pleased with. I purchased 78sc a little over a week ago and have used it on land and on the water. My primary reason for the purchase was to use it on the water with my boat to mark coastal fishing spots in the Tampa Bay area.    Overall this is a very nice unit. Satellite acquisition is the fastest I have ever seen. The Blue chart software and City Navigator work well with the unit. Many option selections within to choose from and the color screen is vivid.    Now the rest of the story. To say battery life is poor would be an understatement. I am using Sanyo Ni-MH Enloope rechargeables in the 78sc. I also use these same batteries in my Nikon D300 digital camera (w/power winder).In the Nikon these batteries give me over 800-1000 shots and last weeks. Enloopes are an excellent rechargeable battery and sold by Amazon. Last evening I put the fully recharged Enloopes in the 78sc. This morning when I went to use the GPS the batteries were down to 1 of 4 bars.Too low to fully light the screen. Fortunately I have the Garmin 12 volt cord so was able to use it on the boat. Had I not had that cord the GPS would have been useless.This makes no sense to me.    Garmin literature states that battery life with Ni-MH batteries is UP TO 20 hrs. That may be but that has not been my experience so far. My \\""work around\\"" for this battery issue will be to (1)Use the unit via 12 volt battery while on the boat. (2) Fully charge the batteries the night before use and insert them only the day of use. It's really too bad to have to resort to these measures for such an expensive handheld unit but I see no other option other than to return the unit.    IMHO this is one case where the one bad feature really outweighs all the other nice features.",3,1
"The great thing about this package is you get a hard case, a screen protector, small cleaning cloth, and a pouch.      The pouch is way oversized, but will do if you need something to keep your nano, headphones, and whatever else all bundled together.  The screen protector is an excellent fit with very simple application steps, and does not distort the screen at all.      The case itself fits very tightly, though I did notice that it presses ever so slightly on the screen as evidenced by the dark spot and subsequent pock marks on the screen protector.  The lock switch is a little tricky for big fingers which required that I use a finger nail to switch it on/off.  There is an opening for docking, though I doubt that it will fit all docking stations.  As with most all cases of this type it will collect scuffs and scratches VERY easily, but your nano is protected from the worst abuse; however, it will be susceptible to dust and small particles entering the case.    Overall, a reasonable value given the included items.",3,1
"This item is ok but does not give the usual full volume output. I have tried the micro cassettes in other recorders with similar results. Only one of the 3 in the package gives full volume, perhaps the other tapes are partially demagnetized or have been in storage too long. I am pleased with the seller's prompt shipping.",3,1
"Like others who have commented so far, I had an older model Mio 200-series GPS that I had bought at the now dissolved Circuit City, years ago.  Back then, any kind of GPS that actually spoke street names cost at least $300 or more, and that old unit did it at around $180, so back then it was a real bargain.  Unfortunately, they never did come out with a map update for that model, and in Atlanta where new streets appear out of nowhere at times, over time this was a disadvantage.  So on \\""Black Friday\\"", I decided to invest in an updated unit, and bought the R403.<br /><br />I'm repeating again, what others have said, but these are my own observations:<br /><br />ADVANTAGES:<br /><br />Inexpensive considering the features you get for the price, with a decently large screen.  The GPS locks on to a signal reasonably quick, and in terms of accuracy, seems to hit it on the mark pretty well.  The suction cup is much smaller than on the old unit, and I find that using one of the dashboard \\""bean bag\\"" devices is better.  The R403 also offers a \\""lane assist\\"" function that semi-works (though see below). The menu system is updated a bit, and a little easier to use than the sometimes confusing 2XX series.  Keyword here - inexpensive, especially with holiday sales that can bring it as low as $59.00 in some cases.<br /><br />DISADVANTAGES:<br /><br />The lane assist function is quirky.  While it should say something like, \\""Stay in the right lane and turn right on Highway 50\\"", it instead just says, \\""stay right... stay right....\\"", until you've actually made a right turn, and the lane graphic seems to freeze up at some types of intersections and doesn't display lanes the way it should.  In other words, the Mio doesn't have the advanced junction view/assist features that the major brands offer in their more expensive units - this is a cheaper scaled down version and \\""sorta\\"" works.  I've also noticed that the maps are overall accurate but have a few quirks.  My old Mio 2XX actually got my home address right, but the new R403 actually lists my street as though it's name is merged with a street that is on the other side of a 2-lane highway from my street (?).  It still gets me there, and well, I KNOW where I live anyway, but it's an odd quirk because you don't expect maps to get worse with newer incarnations of these - only more and more accurate.<br /><br />Note, there is not a traffic function on this model - Mio has more expensive models with that function.  The button for it does exist in this Mio's menu system, but it's greyed-out and does not function (tease).  There is also not a bluetooth function to connect to your cell phone, so if this is an important feature for you, you'll need to go to a higher model.  Last and more picky - you can't pick the voice; it has the same robotic female voice the old 2XX series had.  It would be nice to have a choice of voices.<br /><br />Conclusion:  Ok, I bought the R403 at a retail location on Black Friday and also had a coupon, so I paid $59.00 for it.  For THAT price, I can easily overlook the disadvantages listed above.  At Amazon's $89.00 price, I'd say the R403 under normal conditions is still ok for that price, but during the holiday season LOTS of GPS units are on all kinds of sales, so shop around Amazon's other models first before ordering - you might find more features in a less quirky design for only slightly more.  I give it 3 stars - you could do worse (cough cough TomTom), but you can perhaps do better if you research a bit, too.actually lists my street as though it's name is merged with a street that is on the other side of a 2-lane highway from my street (?).  It still gets me there, and well, I KNOW where I live anyway, but it's an odd quirk because you don't expect maps to get worse with newer incarnations of these - only more and more accurate.       Note, there is not a traffic function on this model - Mio has more expensive models with that function.  The button for it does exist in this Mio's menu system, but it's greyed-out and does not function (tease).  There is also not a bluetooth function to connect to your cell phone, so if this is an important feature for you, you'll need to go to a higher model.  Last and more picky - you can't pick the voice; it has the same robotic female voice the old 2XX series had.  It would be nice to have a choice of voices.      Conclusion:  Ok, I bought the R403 at a retail location on Black Friday and also had a coupon, so I paid $59.00 for it.  For THAT price, I can easily overlook the disadvantages listed above.  At Amazon's $89.00 price, I'd say the R403 under normal conditions is still ok for that price, but during the holiday season LOTS of GPS units are on all kinds of sales, so shop around Amazon's other models first before ordering - you might find more features in a less quirky design for only slightly more.  I give it 3 stars - you could do worse (cough cough TomTom), but you can perhaps do better if you research a bit, too.",3,1
"Lacking the ability to switch folders on my USB drive, can only search track by track.  Also the FM radio is a little lacking.  Really impressed with how much sound this little thing actually puts out, its certainly not bose quality sound, but still pleasntly suprised.<br /><br />If you want an inexpensive way to take your music library along anywhere for a good price, give this a shot.",3,1
Power product and good service except the battery is not good enough.,3,1
"This worked as advertised for several months; then after an update to the iPhone operating system, I receive an error message on the phone when I plug in the built-in charging cable that the device is not supported, and the built-in charging cable will no longer charge my iPhone.",3,2
"The camera is GREAT!!  There is about a 1.5 second delay when you put the car in reverse and the camera comes on.  Very crisp and detailed picture.  It more than meets my expectations.  The GPS on the other hand takes 5 or 6 minutes to find the satellites and the maps are very antiquated.  I thought there was something wrong with the GPS, because I was not getting any speed limits in my area.  I called Magellan and complained that I thought it was broken because the speed limits did not show up anywhere and they asked me to watch it for a few more days and if I was still not happy they would send me a new GPS.  I then took a trip to a town about 45 miles away and when I got on the expressway, the speed limit showed up.  It only shows up on very MAJOR thoroughfares.  I live in a small town and I had the speed limits on all my previous GARMIN GPS's.  I guess Magellan just doesn't have it together like GARMIN.",3,2
called customer service the day it came in they have never returned the call. I cannot find a place for a battery so you always  need to have it pluged in.  Not real happy with it but its ok. Very unhappy with customer service and would not buy from them again.,3,2
"Just like the last review, the \\""leather\\"" case started turning the screen on my iTouch black!!  What's worse, is it that I wasn't using a screen protector and now the black won't come off.  I'm still trying to figure out what to do next.    The accessories work fine... if you buy this, buy it for the accessories, not the carrying case.  Throw the case away.",3,2
good,3,1
"all in all this device is OK...ive had one lock up frequently and the other had to get replaced under warranty, but over the last year they have performed well...",3,1
"My only major gripe is the way the presets are stored, it's a bit complicated and involved requiring going into the menu a few levels.  Also, my car is older and lacks steering wheel controls, so changing to the next track when the CD player or Bluetooth is selected requires the use of the toggle switch behind the large volume button.  It's terrible, difficult to use, awkward to hold and seems to me like a complete afterthought.<br /><br />Thankfully this unit does include a dedicated dimmer input, I believe this is the lowest priced unit in their line up that includes this feature, which I find ridiculous.  I can understand perhaps the lowest offering lacking that input, but for anything &#62; $100, unnacceptable.<br /><br />Other than that, Bluetooth is flawless, the unit looks good and is just a few design flaws in my opinion from being perfect.<br /><br />The lack of buttons - presets in particular, while attractive definitely hurts the day to day usability of this head unit for my particular application.",3,2
"I'm kind of torn on exactly how to rate this beautiful skin from Decal Girl (it doesn't say it's Decal Girl, but that is the name on the skin kit you receive.)  It is lovely and once you've downloaded the coordinating screen saver and installed it, it is beautifully striking, so for that I give it 5 stars.  The downside is, it is very glossy and can be hard on the eyes when reading, especially when using a book light. (-1 star)  Also, it doesn't seem to cover the Nook as completely as the matte finish Decal Girl skin I got for my Kindle (see:  [[ASIN:B0040GJIY4 DecalGirl Protective Kindle Skin (Fits 6\\"" Display, Latest Generation Kindle) Quest (Matte Finish)]]) which covers my Kindle from edge to edge almost perfectly.  (-1 star)  Of course, that could just be due to the different shapes of each device, as the nook is much curvier on the back than the Kindle.  The Matte Finish skin I received is also substantially thicker than the vinyl high gloss version for the Nook and was easier to apply due to being a bit less floppy and less tacky.  (-1 star)  Now, that doesn't mean it will provide protection against drops, as the other reviewer seemed to desire, either skin will really only provide protection from scratches, fingerprints (well, the matte version anyway) and dirt/stains.  If you have a cover, especially those with leather interiors, friction dye-transfer staining can be a problem.  I have experienced this myself on my Nook and have read reviews in other models that confirmed the same issue with other covers.  The skin is a great way to prevent this and keep the device looking pristine.  While I don't recommend this model mainly because of the glare, I did find a matte version available elsewhere on the internet (do a search on Bicycle Chain Skin Nook Matte Finish) and can vouch that it is totally worth the $5 upgrade.",3,1
The material was slightly suboptimal but it does the job and fits well.  Dropped my phone twice & it has protected it.,3,1
Bad With Hot Sun As I used It In the Car,3,1
My order was lost in the mail and the replacement arrived late for the gift I was giving. Returning to sender.,3,2
"I was disappointed with the size of this product,i must of not notice the small print. the case broke the second week",3,2
"This covers all the US. I'm not sure how the detail stacks up against a map card that is more local, but it is a big memory. I had a little trouble getting it to mount, as it is a MICRO card, and a little hard to place in my Garmin 60. So far, I've been able to figure out how to set way points, and I've learned how to back track. I use this to track myself on my ATV, as  do a lot of exploring. Of course none of this has to do with how good the map card itself is, more on the operator and the machine the card is in. So, I suppose it's probably more than adequate for this newbie. It does seem to have most of the oil lease roads and smaller trails, which surprised me. All in all, I've never been disappointed with Garmin products, though they're not always the easiest to use.",3,1
"When this arrived it was obvious that someone else had returned it. The battery in the remote was dead so I replaced the battery. Still, the remote was hit and miss. I wasn't going to go through the headache to return it so I used a screwdriver to remove the radio piece from the bass speaker box. The IR eye that is supposed to receive the remote signal was bent up toward the top of the speaker box. I bent the eye forward and screwed the piece back in place. Everything has worked fine ever since. We use this every day just as a powered subwoofer for a different receiver. We don't use the side speakers but they did work when I tested them. I haven't tried the usb, SD or MP3 features. The FM radio brings in a signal really well though we don't use that either.",3,2
Don't make the mistake I did and not read the reviews.<br />This thermometer only  reads in CENTIGRADE ONLY,3,2
"Speakers were purchased to replace the front set of a 2004 Toyota Sequoia with JBL audio unit... driver's side speaker was partially blown.  Took a great deal of time and effort just to mount the 6-1/2\\"" speakers... had to cut adapter rings from 1/4\\"" plexiglas in order to get them installed... original JBL speakers were a very odd size.  I also had to mount the new tweeters on original brackets after removing JBL tweeters, which were held to bracket by a threaded shaft and nut.  The new BA tweeters had no such mount... used rear-view mirror adhesive to attach them to the bracket.  Did not use the cross-over... original tweeters were driven directly from the audio unit, which must filter out base through a bi-amp.<br /><br />Was it worth all the effort?  Partially... they do sound very good, even though the volume was reduced a bit, which was expected due to higher impedence.  Base is clean and tight... highs are very crisp and clean.  Volume can get loud without distortion.  But, I could not recommend them to anyone for installing in a Sequoia... I wouldn't do it again... too much work.  But, if these are purchased to be installed in a different vehicle where they installed easily, I can recommend them for their audio sound quality.  If your current speakers don't have a tweeter, the BA tweeters with cross-over will definitely extend the high frequency response...",3,1
"This product is decent, and does as it's suppose to. I have had an issue with the main unit intermittently stops responding from commands (while it's running or not, but won't unlock doors, shut off/turn on, etc.)<br /><br />Customer care gets Zero stars, as they have not responded to my issue with the system.",3,2
"The material, (thermoplastic polyurethane - TPU), is odd to the touch.  I thought it would be more 'grippy' like rubber, but it is closer to a soft plastic.<br /><br />Coming from a Bumper, with rubber edges, I kept thinking I would drop it.  After a few days I finally did, something I never did with my Apple Bumper.  My iPhone 4 survived the fall just fine, the Impactband is protective.  However, I concluded that it was oddly too slippery for me.<br /><br />Went back to my Bumper, where I should have stayed.",3,1
"Ok I like this case it doesn't protect the front but it fits. I noticed on the corners it's almost lik escaped off or something. And as I kept using it and using it, it started turning pink! I don't get this! Please tell me why. So beware of this case it's really odd.",3,2
"forget working the &#34;knobs&#34; you rock them back and forth, but directions do not tell you this.  For an inexpensive player, it will do.",3,2
"I bought this as a replacement to my existing Aptronix speaker due to the aux and charging chords continuing to split.  However, I have chosen to stick with the Aptronix for now and hope for the best since the sound is much better.  I am keeping the Sentley as a back-up but am not impressed with the sound and length of the aux and charging chords; crazy short.  I'm keeping it only because of it's price point and it works.",3,1
The unit worked as avertised.  The fact that the only instructions on are on the side of the box and you have to figure out for yourself how to best use the monting strap is a little disconcerting but it was a good value for the price.,3,1
Its OK,3,1
"So far this product is holding up well. I have had it for almost a week now. The only thing that I don't like about this product is that the remote doesn't work. Luckily, my outlet is close to my shifter so I can control it easily.",3,1
This was required to connect my galexy S4 to the pioneer head unit I installed. Shame pioneer does not use standard USB connections for Android devices.,3,2
"This Garmin GPS Bundle Combo is good for the price but the screen protector was slightly oversized, did not fit, and it needed to be trimmed.  Because of the latter, this screen protector needed to be re-ordered with another company for a better screen fit.",3,1
"I bought this to use on my ihome dock with the otterbox defender case. While this fulfills the basic need of connecting the phone in the case to the dock, it sticks up very high and needs substantial back support to stay up. Furthermore, it acts as if it had a short pr something, if you don't hold it at the exact angle it doesn't charge. It was also very cheap. I only used it for a few days and it was starting to come apart. I returned it and bought the SendStation Dock Extender for iPod. It works with the phone and the support is great.<br /><br />Edit: I later bought a lifeproof case and at the time this was the only adapter that their website said would fit. I tried some cheap ones to no avail and ended up ordering another one of these. It was a different kind of plastic and much sturdier than the first. It ended up cracking the case though so I don't recommend it for the lifeproof. Otherwise it's fine.",3,2
"I received my armband and used it for the first time today. It looks well-made. There was an extender, which I didn't need, but it's nice that it was included. The armband fit my DROID RAZR MAXX HD, even with a (thin) case on. I felt like my phone was secure.<br />However, the phone just slips into the pocket, and there is no flap cover, so if it were raining, I probably wouldn't use this case. Also, the seam is right over the screen lock and volume buttons, making it very hard to press them while the phone is in the armband. I was able, after much frustration, to press the screen lock button, but I could not adjust the volume during my run, which made me a little irritated.<br />I will continue to use this case until I find one that suits my needs better.",3,2
The product i bought is good as what i pay. It's ok to try.Battery is working ok not good as originol.,3,1
"As someone else mentioned, the arm band is ridiculously small. I place this on my forearm, but if that's not okay for you I would reconsider purchasing. The actual band is kind of itchy. Couple that with sweat and it's a little uncomfortable. If you're going to run a marathon or something, maybe it'd be uncomfortable enough to not wear. For my everyday workout, it's not too bad. The actual cover is pretty good. I can use my phone without much difficulty, and it feels decently protected. Still, none of these bands will really protect your phone against a rain shower or a hard drop. For what I expected, the product is okay- functional, not too pricey, but not the greatest product on the market.",3,2
"Just got this product and it was \\""Made in China\\"", a metal case which makes the iPhone 3G a lot heavier.<br /><br />Without any manual for hooking up the belt-clip, it took about 2 hrs for me to figure out. You can definitely get a better product than this if you look around.",3,1
"Not quite the right size for my nook glow, but is manageable. It is slightly big.",3,1
My son loved the camo case but after a couple days the camo started coming off the case. I think it shouldn't have done this so soon.,3,2
"I like the size and the fact it could so many things, but the instruction manual wasn't clear on how to stop the screen from going into sleep mode every 30 seconds and it was very difficult to download music and since I wasn't able to hire a 6 year old to operate it has to be returned.",3,2
"Wishing that the cover holders did not cover volume buttons. The color was perfect, and the fit was good. Just the elastic went right over the contol for the volume.",3,1
"Hello,<br />I received the product and installed today for my IX-35. The product seems OK and a proffessional car audio installer did the connections and everything fine but not the steeling wheel control and I feel really frustrated because I want to use it. Connections are right but when I´m trying to configure the funtions on software and do what user manual says and move controls on my steeling wheel it doesn´t work. What should I do?... it is really urgent to me to fix this..",3,2
"I have very mixed feelings about these Dakota Alert transmitters.  Note that this review only covers the transmitter, not the receiver/base station.  Here are my experiences:  The Good:  When they are in operating condition, the transmitters work well for our situation.  If something crosses the path of the beam, it sends a signal to the base station which chimes.  That is all well and good.  I also have to give credit where credit is due - a few years ago, our chime went off at about 3 AM.  It turns out a burglar was on our property.  Thanks to the \\""early warning\\"" of the Dakota Alert system, we were able to summon the Police who arrested the man.  Without the chime, we would never have known the burglar was prowling until it was too late.  The Bad:  We have two of these transmitters set up on our property.  In the past 4 years, I have had to replace them both about 3 times due to various electronic failures.  That gets EXPENSIVE very quickly.  While I LOVE the \\""early warning\\"" provided by this Dakota Alert transmitter, the fact that they are seemingly so cheaply made and NOT very weather resistant is getting really old really fast!  One tip - If your transmitter will be located where it will be exposed to the full weather elements (rain, etc.), run a piece of thick, heavy duty tape around the seal where the door seals together.  This greatly extended the life of the last transmitter we had outdoors.  Unfortunately, the squirrels decided to chew it to pieces.  So, once again, I must decide if ANOTHER expenditure is worth it.  I would summarize by saying that the Dakota Alert transmitters do their job.  However, they seem to be short-lived devices, especially if used in unprotected outdoor locations.  You will be replacing them every so often, but when they work, you just might be thankful you have one; maybe consider it part of your \\""insurance\\"" premiums!  Good Luck!",3,1
Does not remember last station settings. flimsey,3,2
"Pro:  This a nice product to protect your Ipod from accidents or abuse.     Cons:  I think however that the I pod should be put in upside down, because the earphone jack is in the bottom on the I pod, making it on top and easier to plug and unplug the headphones.   Also the cutout in the leather, where you plugin your charger and accessories should be just a bit larger. Some of the accessories are being ejected because they are up against the leather instead of being firmly seated in the slot, so the leather is pushing the acc. back out making it, the acc., useless. You can use an \\""exacto knife\\"" to correct this problem but it should have been thought of before hand and made the hole or slot large enough in the first place.",3,1
